"GSM2462948","GSM2462949","GSM2462950","GSM2462951","GSM2462952","GSM2462953","GSM2462954","GSM2462955","GSM2462956","GSM2462957","GSM2462958","GSM2462959","GSM2462960","GSM2462961","GSM2462962","GSM2462963","GSM2462964","GSM2462965","GSM2462966","GSM2462967"
"1418971_x_at",156.892,177.148,129.915,134.088,263.971,265.727,349.852,249.497,323.171,349.452,354.78,332.258,324.85,323.519,383.755,213.593,206.849,205.088,242.657,298.02
"1418972_at",43.4252,59.1893,52.3401,36.2938,75.0965,122.5,177.023,147.155,191.215,187.972,139.534,147.216,150.858,190.315,151.819,113.991,100.806,104.09,119.809,97.307
"1418973_at",39.7253,56.4384,28.6737,48.3214,54.0312,62.8904,89.8813,82.4429,114.352,88.0693,78.7283,64.4297,99.4199,71.4136,94.8773,54.1045,62.2053,64.0045,76.8762,73.0353
"1418974_at",17.1834,24.6181,11.4458,11.2792,24.1982,28.7731,34.9742,32.7442,44.9741,39.5824,32.6933,35.6829,33.4525,24.6091,31.485,24.1147,30.2119,22.2336,25.1539,23.4559
"1418975_at",27.8316,35.0309,23.4469,23.0111,40.4027,34.967,46.177,39.6463,50.6046,50.3782,39.0768,43.2909,47.8254,80.1211,57.2208,33.2332,26.7553,27.2607,32.2997,40.4915
"1418976_s_at",2186.26,3447.59,2538.11,2474.27,3157.48,2473.51,2474.26,2467.11,3123.27,3088.98,2499.14,2374.81,2754.32,2725.43,2795.52,2650.32,2512.94,2251.96,3038.13,2331.87
"1418977_at",14.3165,18.5016,7.02426,19.8589,18.2596,17.7995,4.23812,27.1835,13.1364,11.2919,29.911,31.1325,21.6965,22.7085,36.6711,12.0627,16.224,18.5689,7.90046,5.18278
"1418978_at",18.3645,22.2142,20.4695,19.3841,29.7042,6.88294,33.4019,26.2508,41.872,22.7732,43.8048,41.3333,35.5526,34.6226,36.9716,37.5948,19.7361,19.3945,28.7338,20.4674
"1418979_at",1192.18,2010.09,1349.91,1516.74,2337.51,2186.6,1430.29,1867.57,2684.24,2776.23,1999.17,1585.9,2145.98,1872.83,2383.31,1648.31,2012.4,1481.59,2079.73,1606.62
"1418980_a_at",16.2827,48.8762,19.2801,22.8216,39.5864,34.6442,51.7016,37.6811,66.0795,50.6608,49.2631,67.0774,43.8687,70.3131,78.6863,48.8569,47.0521,44.8327,69.3623,60.0967
"1418981_at",13.3036,14.861,13.484,17.0862,20.4823,43.932,52.7189,50.9826,33.6205,53.2999,48.3445,75.2372,37.9632,48.6479,48.1464,27.1624,24.0724,39.2848,58.9438,47.7364
"1418982_at",1345.59,2128.7,1979.79,1532.62,2240.19,1686.33,1665.12,1698.39,1982.14,2508.43,1726.8,1718.78,2058.63,1696.03,2142.71,1951.74,1614.86,1620.85,1980.82,1862.65
"1418983_at",49.7555,57.8895,53.036,55.3013,70.0563,63.6774,67.8757,66.2723,79.5671,78.2365,70.2314,83.3271,67.0605,81.503,64.3713,50.6054,58.4342,38.8963,78.1962,72.0768
"1418984_at",52.1638,79.1958,59.6534,56.911,56.5028,72.4095,73.1674,78.3283,92.9119,85.6677,69.4224,94.9719,81.9963,71.2271,81.7384,58.4112,52.3257,62.0693,64.0159,56.095
"1418985_at",0.129429,0.54742,0.283894,0.303746,1.70937,5.59516,16.0951,5.92955,19.9501,7.7089,0.536692,2.54146,0.828999,8.51037,7.80675,6.28994,2.17091,5.96696,1.67755,7.5419
"1418986_a_at",363.314,511.804,404.025,349.372,516.698,361.948,446.29,432.747,480.447,518.941,476.601,441.676,525.018,429.849,554.124,401.369,346.668,378.261,426.334,376.797
"1418987_at",4.7,19.2695,21.9809,3.82327,14.3028,26.1778,19.2628,29.3371,11.709,19.2709,40.5525,25.2485,22.466,23.6705,15.6084,11.3062,11.8825,16.5425,20.6692,16.0728
"1418988_at",980.613,1240.22,1000,933.813,1567.14,1626.29,1607.11,1642.15,2051.71,2017.82,1718.06,1563.5,2020.4,1638.81,1900.39,1380.29,1404.07,1326.95,1641.61,1418.84
"1418989_at",39.1752,27.8739,34.7381,41.5103,76.5923,36.8552,50.639,27.9863,97.7709,36.4619,51.9934,66.1323,43.607,45.4369,45.1309,26.7808,38.1726,43.8139,84.3193,53.7875
"1418990_at",63.0276,124.348,74.7993,97.3598,175.114,236.54,401.362,336.36,383.198,477.475,341.338,336.612,258.499,421.848,321.145,161.15,185.96,168.61,340.306,350.555
"1418991_at",42.7552,67.9365,52.367,40.3762,56.842,50.5389,60.178,37.6218,54.5519,56.8385,81.0679,69.9605,78.0643,75.7,51.9365,70.0908,48.0136,51.6813,47.8597,59.1442
"1418992_at",317.864,476.765,342.025,282.126,322.386,253.73,346.065,307.025,399.659,353.135,332.846,371.667,484.13,352.336,398.733,344.191,340.991,302.488,390.638,335.929
"1418993_s_at",392.329,604.364,472.978,325.616,448.122,328.165,399.887,352.529,399.661,437.316,448.547,380.482,535.236,395.875,458.123,385.606,344.576,323.072,443.25,408.63
"1418994_at",2.50074,13.8996,22.141,13.1235,7.93572,2.11988,19.7269,10.9438,1.53273,4.34432,18.241,32.1861,4.20237,1.94646,6.75464,7.27178,2.49348,15.8104,38.9136,21.7395
"1418995_at",5.55475,8.27884,5.46874,6.59384,6.48007,6.79244,6.99455,6.13592,6.15722,8.25988,9.36152,24.0526,17.4605,10.4616,9.82981,5.64522,5.92263,12.7229,8.54366,11.0996
"1418996_a_at",825.896,1234.17,890.489,895.745,996.668,1031.61,941.243,1184.48,1333.67,1311.56,1054.51,1044.82,1161.96,957.401,1087.15,944.811,990.635,954.058,1090.46,796.087
"1418997_at",48.4022,77.8125,42.242,52.9613,54.4249,87.6814,69.7551,92.5773,123.608,117.154,114.909,113.775,131.463,90.5867,110.471,68.7133,79.9886,85.2088,81.6368,68.8581
"1418998_at",1607.97,2729.23,1829.05,1965.44,1789.98,1640,1534.79,1848.32,1969.44,2171.38,1752.08,1726.7,2579.33,1945.17,2042.02,1858.87,1765.65,1677.1,2253.26,1570.01
"1418999_at",82.4899,125.424,98.1751,81.8379,110.466,100.808,96.5477,122.194,132.986,115.853,135.646,134.95,142.424,131.927,127.467,94.2393,82.9125,85.344,111.364,108.264
"1419000_at",16.0184,5.63767,18.6105,4.21977,14.8898,9.16297,16.7871,5.77422,18.1275,10.1321,22.0408,8.60123,7.95843,9.59201,1.93715,12.9525,7.73414,9.32388,16.3694,16.2113
"1419001_at",245.92,329.506,222.394,324.987,373.865,443.546,371.642,439.01,527.052,527.301,402.934,395.823,570.35,471.397,497.282,414.441,410.939,481.572,564.647,289.536
"1419002_s_at",1262.67,1512.82,1104.75,1063.25,1967.44,1614.83,1392.22,1523.05,1922.62,2103.43,1671.05,1668.4,2174.14,1858.23,2109.34,1687.88,1558.96,1559.86,1668.34,1301.87
"1419003_at",2.0217,8.47307,1.02731,2.44934,3.09227,1.00628,3.94869,1.38678,3.21948,3.05063,3.8846,3.94423,7.24923,16.5571,13.3994,2.98093,3.42959,8.26004,2.38541,5.19177
"1419004_s_at",1.2068,2.60349,4.86379,6.52603,9.4524,55.78,292.549,65.9347,111.054,79.077,226.683,242.942,66.3266,167.099,137.701,140.732,68.5508,42.7711,43.2074,234.812
"1419005_at",25.0398,7.677,27.4052,35.6077,21.9881,4.71776,5.36848,8.50643,28.0859,5.04157,5.74228,9.12051,10.6684,10.4843,29.1216,25.1592,9.87246,19.8671,4.83799,4.48278
"1419006_s_at",40.158,75.9101,60.949,39.4986,35.8323,27.9276,37.1997,46.1532,67.9395,53.6384,58.6725,56.4355,62.4409,28.4255,56.3463,42.8005,39.8989,47.9139,51.7677,38.1278
"1419007_at",4.18703,0.511421,0.838856,9.4998,1.31919,2.67855,8.07581,7.93934,5.69153,0.836308,15.2381,9.52654,10.0563,11.6117,1.0874,8.39598,1.66036,2.80812,6.01706,8.98935
"1419008_at",11.3456,12.2553,10.3934,7.63396,0.515231,5.53877,1.27697,1.57602,10.6043,1.01771,3.98688,21.7365,3.02411,1.2165,10.2156,10.2574,20.4371,3.19146,1.5664,0.879949
"1419009_at",4.34068,1.06089,3.10067,1.26478,2.94482,4.43246,6.60517,7.77101,9.74582,18.0139,14.811,19.313,9.6601,11.4822,8.41862,9.76937,11.3639,10.0733,7.91139,11.0187
"1419010_x_at",0.21998,0.340519,0.591429,0.259182,0.543487,0.39308,0.224346,0.447177,0.412339,0.512103,0.420444,0.82655,0.441429,0.289943,0.79772,0.533692,0.197209,0.515734,0.293481,0.52562
"1419011_at",1.0842,0.913478,3.80491,14.2817,5.98956,5.19551,7.95163,2.99335,11.1594,6.01186,7.66947,14.2642,20.2734,5.04022,18.4378,3.23964,1.1916,8.95408,19.5827,4.1832
"1419012_at",7.50284,7.50897,14.4532,3.76985,9.59128,6.65648,11.314,20.2841,12.1335,16.0521,37.2051,30.8029,12.8086,28.5175,23.4504,13.0488,6.47112,20.1111,21.4328,5.177
"1419013_at",102.055,157.424,90.2572,98.5342,159.155,127.178,133.176,149.407,183.694,204.591,183.817,161.876,209.113,163.16,220.423,126.283,118.693,125.778,146.474,144.38
"1419014_at",6.09813,0.842213,2.02228,7.01497,9.83536,4.90857,11.3518,8.97455,23.7552,3.84535,6.9687,10.9387,6.20648,1.64445,6.40657,0.229243,5.22606,6.87997,7.29033,2.58805
"1419015_at",3.33807,21.7825,27.6697,17.8171,10.8726,9.68194,40.9724,13.6789,36.5603,18.2306,33.5733,53.2901,13.1714,26.1537,27.9709,20.0261,20.0074,27.2795,24.9563,16.6372
"1419016_at",3.3173,5.81851,7.43053,1.35336,0.349834,0.330047,0.380614,0.177773,0.170138,2.72376,0.98593,0.429053,3.93622,1.82895,1.86971,1.15293,0.120821,0.30303,5.46888,5.98364
"1419017_at",2.57848,0.394772,0.14946,3.32807,8.51579,0.251595,4.35108,3.49113,5.10242,0.527005,2.75432,5.0742,0.630295,0.631622,0.542395,6.29571,0.289018,6.13963,7.14722,2.00742
"1419018_at",0.880899,0.672687,1.88525,0.716453,0.465373,1.94192,3.86542,0.799024,0.535135,2.33825,4.33136,3.71403,2.28068,8.89753,1.14069,0.46689,1.27651,1.05129,3.68853,3.20241
"1419019_a_at",0.553324,6.60899,4.92745,2.22821,1.88124,1.35561,0.800173,0.648434,1.59233,4.27586,0.899237,1.04112,1.36959,3.20021,0.506755,0.803416,0.374655,3.15464,1.5135,2.63595
"1419020_at",8.16477,4.48179,12.696,10.7372,1.07409,2.5569,12.758,3.14259,4.33583,0.389586,1.78833,15.8498,12.2064,3.18862,15.1773,0.997827,2.54044,2.32593,2.34424,0.750748
"1419021_at",0.386448,8.20199,2.75531,4.02736,6.76789,2.74119,0.410443,5.71846,6.17159,3.02634,2.42041,8.4118,1.35606,9.64734,8.21892,5.30286,5.2024,0.41598,7.23407,3.043
"1419022_a_at",1157.37,1706.98,1761.83,1424.44,2264.17,1644.78,2157.28,1816.25,2474.18,2331.87,2150.39,2159.77,1766.34,1794.64,2068.52,1839.84,1760.98,1808.8,1500.15,1460.68
"1419023_x_at",2401.6,3258.6,2735.52,2430.7,3353.77,2664.17,3123.49,2902.58,3285.95,3331.7,3197.69,3018.59,3004.94,2974.97,3198.91,2613.96,2589.34,2709.01,2606.1,2917.57
"1419024_at",248.156,520.132,396.298,552.918,554.296,332.965,614.767,556.879,1008.16,665.338,482.081,453.048,638.894,591.608,657.11,417.484,513.794,394.281,677.969,567.881
"1419025_at",10.6058,18.7681,13.6636,7.88811,16.8686,12.4335,10.4246,4.03244,10.4331,7.06882,12.3778,9.39331,14.1436,18.3419,25.708,14.5323,9.65041,12.9071,21.5487,2.49856
"1419026_at",99.4627,86.9411,97.2276,65.107,90.6033,92.114,126.411,119.465,108.336,126.4,157.714,140.902,149.29,120.595,141.78,123.905,71.128,115.498,102.197,123.34
"1419027_s_at",30.9992,70.4596,64.8692,33.8491,68.697,119.884,328.524,150.3,198.24,167.233,240.527,316.986,151.571,265.039,224.766,205.658,111.135,120.242,119.43,336.944
"1419028_at",9.34888,9.13534,9.80821,5.93116,10.3743,9.62046,12.6818,5.03808,9.54389,2.05659,3.04177,5.14551,12.0631,2.44568,12.9047,11.9101,1.95558,6.05635,4.72307,4.95584
"1419029_at",50.046,84.2257,53.349,54.2105,79.2354,48.3641,90.3095,64.5209,83.4765,71.4836,108.56,86.2296,95.4816,76.4351,79.3487,50.5545,55.1006,73.2772,67.169,81.4776
"1419030_at",32.3697,42.5291,37.6172,36.9897,50.7527,54.4652,79.5976,58.8011,82.1889,83.2351,71.8868,82.3568,89.474,60.9155,65.8299,43.9229,56.7915,52.9976,59.6673,64.7194
"1419031_at",1527.49,2959.17,2043.33,1876.63,2405.69,1275.14,1717.88,1395.55,1989.65,1874.27,1533.81,1780.94,1887.75,1833.63,1753.56,1258.69,1476.98,1258.44,1606.08,1482.38
"1419032_at",2.56931,9.17895,5.19734,0.774861,0.954673,3.36394,4.81589,10.2531,11.3757,11.122,22.9777,10.0495,12.9729,9.11845,13.6088,2.8741,6.09953,7.41203,11.3609,7.90043
"1419033_at",12.2034,14.5953,7.3795,3.72412,13.785,20.0306,25.5881,23.0897,22.8974,22.366,37.135,25.8489,26.7826,27.7052,44.8214,23.0327,22.2791,15.1096,23.9775,29.8137
"1419034_at",73.754,83.0347,65.2814,47.2765,63.5867,57.5236,55.4908,59.1144,76.4539,82.1022,52.2105,66.5089,63.807,52.0318,73.0393,44.4512,53.6381,53.1635,54.2405,66.2297
"1419035_s_at",31.8659,49.7567,26.9362,29.389,59.8756,35.9855,36.8811,44.8478,45.9262,56.6426,42.3282,50.9758,58.3585,27.7849,63.8506,37.458,36.3065,39.4238,43.5814,38.7491
"1419036_at",212.037,263.3,181.599,180.947,271.366,186.101,221.064,218.027,253.231,273.906,229.266,241.072,234.61,218.332,279.156,216.879,221.174,200.207,203.654,231.633
"1419037_at",319.728,347.142,301.101,312.299,424.145,357.393,419.458,387.068,488.139,505.348,446.299,462.246,459.521,443.551,441.998,377.221,367.063,368.002,437.857,351.559
"1419038_a_at",192.614,254.513,152.63,137.496,173.306,376.154,228.463,298.816,321.668,349.232,283.733,303.541,219.134,222.676,383.205,174.352,141.382,209.686,187.246,164.512
"1419039_at",1260.04,1362.87,1066.9,966.852,1364.46,1067.79,1143.33,1366.81,1334.51,1556.35,1246.32,1170.81,1721.99,1183.33,1489.03,1391.3,1451.2,1154.09,1486.05,1174.23
"1419040_at",783.757,1141.21,859.383,750.79,981.091,1021.23,967.442,1294.23,966.87,1193.01,867.647,880.13,1223.54,857.111,1006.44,1086.1,1169.72,839.879,1285.11,816.534
"1419041_at",531.983,588.29,501.11,419.39,688.552,640.128,635.061,683.508,802.134,795.074,783.144,672.967,835.269,755.592,807.12,602.601,608.169,694.474,672.815,675.893
"1419042_at",1656.3,2175.58,1529.9,1294.52,1996.74,3318.81,2559.95,3088.85,2946.73,3323.18,3918.81,3015.85,3862.87,2754.31,3292.65,2322.54,2899.37,2433.94,3061.22,2795.22
"1419043_a_at",3846.97,4117,3217.85,2906.3,3985.19,6661.45,4958.94,5699.72,5289.89,6356,6856.22,5292.84,6205.73,4955.92,6337.05,4189.28,4627.95,4436.9,5078.88,4142.76
"1419044_at",12.2669,10.7448,11.9005,6.82103,11.3066,13.2004,6.90169,13.982,13.8144,15.4536,21.9889,10.5849,16.6382,22.5652,21.6701,5.9574,3.80895,9.96278,6.49252,6.12274
"1419045_at",302.313,533.576,396.618,376.095,522.848,366.622,355.601,401.171,387.768,389.911,360.203,275.088,493.599,376.24,503.445,382.874,401.23,318.135,458.033,383.162
"1419046_at",53.6993,95.1642,64.9832,48.3123,75.8207,60.4846,63.515,52.3478,54.2211,45.3071,104.715,98.3323,74.2789,67.6695,99.1929,45.1474,69.9034,37.7225,41.1287,74.0434
"1419047_at",117.13,120.699,108.533,113.273,170.494,189.161,249.414,187.311,244.512,235.339,230.645,206.535,233.268,214.507,204.779,175.478,198.135,135.662,186.745,223.536
"1419048_at",88.6077,148.729,110,117.909,151.999,122.602,162.287,134.19,135.403,175.975,151.641,155.763,151.132,155.737,156.437,128.753,133.022,124.057,152.544,132.781
"1419049_at",9.32799,1.21434,7.06075,5.67555,9.14528,2.99047,2.35085,12.1503,21.5999,13.8409,13.8242,7.01798,6.85819,1.85807,8.80729,8.78755,6.15155,7.40466,3.34224,8.01208
"1419050_at",1.01927,2.64938,2.1008,1.05943,1.46006,5.92018,12.1181,17.0988,2.14508,6.78559,10.2936,14.5644,13.9831,21.3062,8.10962,1.80215,13.0676,6.32237,7.02949,9.35559
"1419051_at",1.44517,12.5786,7.93,12.5928,17.3616,12.7904,11.8852,14.0766,15.6672,14.2077,10.0722,20.2081,7.56206,3.72623,17.8369,5.8909,16.6203,5.03844,12.114,6.40861
"1419052_at",2.95129,1.43353,1.99088,0.745911,5.97287,4.45842,2.84966,3.37786,10.7914,12.6173,4.60634,1.8114,8.44173,4.44867,17.4726,0.466894,2.52937,8.25375,1.93543,0.628263
"1419053_at",292.607,365.639,295.794,224.448,462.603,258.356,348.602,244.309,575.299,366.426,453.989,344.297,370.476,337.105,367.541,285.542,293.621,298.202,329.106,396.216
"1419054_a_at",94.5989,115.636,87.1676,67.0735,95.4274,68.427,128.788,101.374,120.405,142.104,148.972,144.015,149.251,143.279,175.229,98.6902,79.7694,77.5678,98.1565,138.035
"1419055_a_at",98.3869,118.51,80.931,74.8758,166.767,121.135,146.249,146.244,200.096,214.254,218.016,176.877,221.895,194.231,235.752,135.499,117.156,137.357,149.25,199.577
"1419056_at",0.571963,3.90976,2.10916,0.754693,1.47529,2.44407,16.338,9.54195,9.74071,16.8975,1.5988,5.71134,9.46491,2.87453,9.94292,0.623456,1.02011,1.16783,3.02556,14.9421
"1419057_at",10.0837,12.2219,17.233,6.65335,8.52169,10.7763,42.5584,11.1062,9.74245,27.4151,20.4416,22.8136,7.03213,16.7416,22.3559,13.9445,15.3125,13.1409,15.9751,27.3739
"1419058_at",27.5386,22.1019,22.0863,11.2619,22.4517,24.8832,34.2463,40.8956,44.6851,30.8942,31.36,40.6739,25.2808,35.3988,36.22,28.9222,20.1126,29.9257,29.9362,26.7853
"1419059_at",870.908,5484.05,3794.83,2062.27,1302.75,1276.39,1984.28,1330.66,2861,1919.06,3039.84,2412.06,2684.8,2431.69,3373.71,1302.06,1288,1405.19,1407.86,1404.26
"1419060_at",1.83887,6.10969,1.21457,3.41401,8.57503,0.533765,27.2089,0.801501,7.45304,2.31198,40.4887,19.5393,1.13042,1.02857,15.4619,16.7319,3.15244,18.1057,5.77062,1.48889
"1419061_at",172.792,197.402,159.03,127.295,312.731,280.881,513.962,471.217,414.983,469.384,581.578,627.558,526.374,419.684,409.981,313.431,290.079,377.002,314.644,392.319
"1419062_at",24.4333,26.8767,58.872,29.4835,32.4389,113.126,215.303,126.866,106.643,119.747,167.161,145.347,111.351,166.104,137.064,121.637,104.089,88.1234,86.2679,149.597
"1419063_at",7.60162,10.8816,7.42356,5.36383,11.3587,5.63669,30.4655,6.96483,14.0032,22.9313,16.5988,14.8832,7.63896,17.7088,7.47119,9.67323,6.91015,10.8844,24.7303,18.2301
"1419064_a_at",0.334563,1.94126,4.05098,2.0668,1.13417,2.69318,11.4222,3.18667,1.74379,2.63264,4.09232,4.49892,30.188,3.77281,2.85773,2.06731,2.02993,1.90981,2.77874,5.8479
"1419065_at",4.68972,1.1776,6.38478,8.01417,1.63216,3.06492,5.5509,1.75947,4.28583,12.8263,10.7004,8.83678,8.52283,11.1297,12.8261,5.60044,3.18427,5.65098,4.72892,10.2841
"1419066_at",9.36304,17.0247,29.0416,18.241,17.1057,26.8666,31.8793,32.2845,24.4236,33.8585,29.3781,40.6473,31.5528,25.0026,33.1325,20.2618,13.9194,18.4618,31.2209,27.293
"1419067_a_at",209.68,353.726,211.73,262.383,339.628,170.766,283.739,232.898,298.065,300.23,339.062,225.29,327.775,328.024,308.665,248.477,248.78,284.995,254.398,261.758
"1419068_at",167.741,173.529,165.235,133.859,215.638,159.084,239.817,197.361,210.436,217.894,227.083,188.725,223.46,211.283,208.815,186.393,171.472,156.604,214.701,191.769
"1419069_at",55.8152,66.0644,49.1305,49.9097,70.2271,55.4674,64.217,63.8121,90.3765,80.9659,89.5036,62.2595,87.7518,51.5148,101.02,45.7893,41.6915,65.5119,53.769,51.7737
"1419070_at",51.3055,74.0022,75.2778,48.3828,145.713,60.9143,96.479,58.5904,112.055,139.549,91.552,80.6714,80.6663,111.11,130.111,74.4963,65.4425,55.9595,90.2209,146.349
"1419071_at",2.66222,2.78138,3.2981,2.07902,3.19949,2.24765,3.73357,2.10588,6.15318,12.7118,4.44302,4.47949,3.74195,4.77056,2.76366,1.29991,2.7461,5.5619,4.90007,4.13174
"1419072_at",212.298,297.754,240.328,202.756,379.922,332.042,322.881,367.457,436.792,421.135,282.007,337.459,478.923,403.884,338.644,341.034,346.402,289.293,498.856,330.282
"1419073_at",10.4323,7.83208,6.72929,2.54471,12.0817,42.8809,36.0568,29.5637,29.4782,30.6137,28.9269,34.6762,33.2982,23.0882,26.2013,20.0096,25.107,24.3842,40.0175,15.698
"1419074_at",353.955,475.051,319.405,422.579,658.725,795.758,666.12,791.48,957.266,1219.53,605.435,616.449,779.071,788.058,924.761,566.83,705.478,529.472,821.884,603.951
"1419075_s_at",783.906,13389.9,12899.4,12322.9,878.489,6117.16,6350.41,4021.28,7732.73,7668.2,9050.85,8603.88,6128.34,7799.1,7114.04,5445.08,4892.36,4861.14,3626.42,4959.06
"1419076_a_at",43.4764,78.2096,68.4332,44.8396,46.8186,50.7783,54.484,33.1945,38.1362,48.8788,74.2353,59.3735,73.9399,43.5602,42.2342,47.0347,48.7428,31.7854,50.298,41.6358
"1419077_at",8.03453,21.8298,1.8886,4.37703,12.6371,5.65449,10.4113,12.1011,6.84562,17.9169,16.1208,16.298,13.7697,9.60852,17.5066,7.56171,12.2103,2.59059,16.0942,14.375
"1419078_at",10.0046,11.161,19.1819,11.043,17.6467,22.5277,38.9454,14.7256,37.6207,35.5221,27.1053,41.8088,20.2873,40.3645,50.6292,19.5176,22.1894,18.5575,16.5994,24.5016
"1419079_at",2.06596,1.34039,1.69354,1.2024,4.43056,2.09543,1.74408,1.4699,1.94484,0.833633,5.1495,2.6196,2.81974,1.76968,1.37802,1.02462,1.70777,1.03583,11.5134,2.42433
"1419080_at",0.514876,1.22574,3.23987,0.357889,1.3639,1.35974,1.70855,0.800454,2.66364,1.39279,0.931985,1.85511,0.860601,1.20721,0.914904,0.334711,1.23665,0.65676,0.380008,0.711827
"1419081_at",83.7404,89.4715,45.0872,58.9485,86.8237,70.8173,66.7127,91.7732,117.419,117.924,96.8563,95.3318,94.2663,101.554,102.545,79.9133,88.7188,81.107,111.158,85.0046
"1419082_at",4.38368,8.33227,2.29765,0.214544,3.20322,0.281727,9.81142,0.29351,7.07998,2.60344,2.51384,6.99321,0.483523,4.5031,25.103,5.859,9.31662,1.0531,4.43968,9.58448
"1419083_at",1.00024,1.86149,0.176795,0.328194,0.260418,6.02539,1.23023,0.136824,7.11512,0.49044,0.130989,0.615992,1.0434,0.956246,7.68121,1.04068,1.03361,3.96587,1.00967,8.66082
"1419084_a_at",6.54775,21.6392,27.8072,18.3488,4.0406,9.4443,4.68806,4.46548,4.10004,4.50925,4.39092,6.5774,7.83939,5.67915,5.89794,16.9143,4.08732,5.98808,20.271,3.1806
"1419085_at",3.66114,3.81697,1.8325,2.14974,1.64128,10.7844,21.2584,3.12147,9.63292,9.83381,1.46256,4.08092,15.7745,2.6274,1.8866,0.903812,4.49874,5.26124,15.2091,2.70319
"1419086_at",10.783,0.539226,7.43342,4.49861,3.2104,6.38728,8.6484,9.7725,9.99303,13.7478,12.2539,6.41533,13.4797,7.13625,6.26317,5.25942,0.411835,11.1307,7.13007,2.44946
"1419087_s_at",14.7666,21.6057,19.7108,2.03583,25.647,20.2309,32.1389,31.6325,36.048,29.8127,39.4466,29.4887,33.0458,33.6009,21.0677,24.0603,19.3754,28.0286,33.9252,21.6985
"1419088_at",8.73547,3.57096,17.1609,12.3617,9.19197,20.8922,18.5175,30.4752,17.7304,14.2962,24.8874,23.4966,22.6853,30.579,14.6357,10.493,9.99917,12.9823,8.82653,10.2594
"1419089_at",49.4897,48.8799,80.0696,45.182,78.7998,108.805,130.656,117.325,126.348,158.818,86.2449,130.098,80.8281,84.1745,104.222,71.8154,89.5551,84.2648,119.815,131.115
"1419090_x_at",0.987769,0.362031,3.40739,0.931132,1.69565,3.15682,2.12328,2.57306,3.92759,1.14638,11.8702,6.30031,1.50972,0.285408,1.37445,1.52006,6.00131,2.09041,2.74572,7.00643
"1419091_a_at",123.404,116.418,96.9065,81.2084,227.433,339.956,1064.79,404.942,747.578,597.179,613.754,827.28,373.068,879.652,637.449,333.182,385.721,249.478,527.575,1305.85
"1419092_a_at",12.1391,19.6395,8.21853,9.65203,9.51807,29.2917,23.4222,30.2779,29.9554,27.7933,37.5133,22.9196,21.3926,17.1214,29.762,11.753,17.4111,14.49,8.35657,1.27347
"1419093_at",8654.63,9270.92,8720.96,8640.96,10750.8,8995.5,8185.61,8483.71,9672.15,9909.5,9171.24,8796.44,9987.11,8631.02,9287.01,8367.14,8222.4,8488.19,8780.81,7747.83
"1419094_at",4729.6,5591.46,4052.5,4861.91,5722.77,5160.63,2904.16,4890.29,5459.31,6574.47,5783.52,3639.77,6919.48,4593.61,5965.52,5543.89,6314.68,4996.1,5635.29,3811.93
"1419095_a_at",4348.76,4063.46,4020.3,3051.9,3514.08,2652.19,2840.24,2626.51,3478.64,3467.14,3572.56,2848.58,4260.69,3152.59,3549.59,2853.34,2204.21,3127.59,2937.69,3188.32
